ID,URL,Festival,Town,Province,Dates,DetailsLink,TownLink,Name1,Name2
163,https://fiestas.net/espana/14/,San Isidro,Boimorto,A Coruña,15 de mayo (Aprox.),,https://fiestas.net/boimorto/,San Isidro,
164,https://fiestas.net/espana/14/,San Isidro Labrador,Estepona,Málaga,15 de mayo (Aprox.),,https://fiestas.net/estepona/,San Isidro Labrador,
165,https://fiestas.net/espana/14/,San Isidro,Fuente de Cantos,Badajoz,15 de mayo (Aprox.),,https://fiestas.net/fuente-cantos/,San Isidro,
166,https://fiestas.net/espana/14/,Feria Chica,Guadalajara,,15 de mayo (Aprox.),,https://fiestas.net/guadalajara/,Feria Chica,
167,https://fiestas.net/espana/14/,San Isidro Labrador,Valencia de Alcántara,Cáceres,15 de mayo (Aprox.),,https://fiestas.net/valencia-alcantara/,San Isidro Labrador,
168,https://fiestas.net/espana/14/,San Isidro,Yecla,Murcia,15 de mayo (Aprox.),,https://fiestas.net/yecla/,San Isidro,
169,https://fiestas.net/espana/14/,San Pascual Bailón,Almazán,Soria,17 de mayo (Aprox.),,https://fiestas.net/almazan/,San Pascual Bailón,
170,https://fiestas.net/espana/14/,San Pascual Bailón,Terrer,Zaragoza,17 de mayo (Aprox.),,https://fiestas.net/terrer/,San Pascual Bailón,
171,https://fiestas.net/espana/14/,Festa do Galo de Curral,Vila de Cruces,Pontevedra,18 de mayo (Aprox.),,https://fiestas.net/villa-cruces/,Festa do Galo de Curral,
172,https://fiestas.net/espana/14/,La Caballada,Atienza,Guadalajara,20 de mayo (Aprox.),,https://fiestas.net/atienza/,La Caballada,
173,https://fiestas.net/espana/15/,San Juan del Monte,Miranda de Ebro,Burgos,20 de mayo (Aprox.),,https://fiestas.net/miranda-ebro/,San Juan del Monte,
174,https://fiestas.net/espana/15/,Fiestas de Getafe,Getafe,Madrid,20 de mayo (Aprox.),,https://fiestas.net/getafe/,Fiestas de Getafe,
175,https://fiestas.net/espana/15/,Santa Quiteria,Almazora,Castellón,22 de mayo (Aprox.),,https://fiestas.net/almazora/,Santa Quiteria,
176,https://fiestas.net/espana/15/,Los Hombres de Musgo,Béjar,Salamanca,25 de mayo (Aprox.),,https://fiestas.net/bejar/,Los Hombres de Musgo,
177,https://fiestas.net/espana/15/,Feria de Mayo,Córdoba,,25 de mayo (Aprox.),,https://fiestas.net/cordoba/,Feria de Mayo,
178,https://fiestas.net/espana/15/,Corpus Christi,Granada,,25 de mayo (Aprox.),,https://fiestas.net/granada/,Corpus Christi,
179,https://fiestas.net/espana/15/,Corpus Christi,Toledo,,25 de mayo (Aprox.),,https://fiestas.net/toledo/,Corpus Christi,
180,https://fiestas.net/espana/15/,Corpus Christi,Villa de Mazo,Tenerife,25 de mayo (Aprox.),,https://fiestas.net/villa-mazo/,Corpus Christi,
181,https://fiestas.net/espana/15/,Festa do Boi,Allariz,Ourense,25 de mayo (Aprox.),,https://fiestas.net/allariz/,Festa do Boi,
182,https://fiestas.net/espana/15/,Fiestas del Toro Enmaromado,Benavente,Zamora,25 de mayo (Aprox.),,https://fiestas.net/benavente/,Fiestas del Toro Enmaromado,
183,https://fiestas.net/espana/16/,Pecados y Danzantes,Camuñas,Toledo,25 de mayo (Aprox.),,https://fiestas.net/camunas/,Pecados y Danzantes,
184,https://fiestas.net/espana/16/,Fiestas del Corpus,Daroca,Zaragoza,25 de mayo (Aprox.),,https://fiestas.net/daroca/,Fiestas del Corpus,
185,https://fiestas.net/espana/16/,Feria San Fernando,Cáceres,,28 de mayo (Aprox.),,https://fiestas.net/caceres/,Feria San Fernando,
186,https://fiestas.net/espana/16/,Feria Chica,Palencia,,28 de mayo (Aprox.),,https://fiestas.net/palencia/,Feria Chica,
187,https://fiestas.net/espana/16/,La Patum,Berga,Barcelona,29 de mayo (Aprox.),,https://fiestas.net/berga/,La Patum,
188,https://fiestas.net/espana/16/,Corpus,Cornellá de Llobregat,Barcelona,29 de mayo (Aprox.),,https://fiestas.net/cornella-llobregat/,Corpus,
189,https://fiestas.net/espana/16/,Corpus Christi,Lagartera,Toledo,29 de mayo (Aprox.),,https://fiestas.net/lagartera/,Corpus Christi,
190,https://fiestas.net/espana/16/,Corpus Christi,Zahara,Cádiz,29 de mayo (Aprox.),,https://fiestas.net/zahara/,Corpus Christi,
191,https://fiestas.net/espana/16/,Feria del Perro,Archidona,Málaga,30 de mayo (Aprox.),,https://fiestas.net/archidona/,Feria del Perro,
192,https://fiestas.net/espana/16/,Moros y Cristianos,Elda,Alicante,30 de mayo (Aprox.),,https://fiestas.net/elda/,Moros y Cristianos,
193,https://fiestas.net/espana/17/,Día del Caracol,Riogordo,Málaga,30 de mayo (Aprox.),,https://fiestas.net/riogordo/,Día del Caracol,
194,https://fiestas.net/espana/17/,Feria de Primavera,Antequera,Málaga,1 de junio (Aprox.),,https://fiestas.net/antequera/,Feria de Primavera,
195,https://fiestas.net/espana/17/,Corpus Christi,Laguna de Negrillos,León,1 de junio (Aprox.),,https://fiestas.net/laguna-negrillos/,Corpus Christi,
196,https://fiestas.net/espana/17/,O Corpus,Ponteareas,Pontevedra,5 de junio (Aprox.),,https://fiestas.net/ponteareas/,O Corpus,
197,https://fiestas.net/espana/17/,San Onofre,Cuart de Poblet,Valencia,9 de junio (Aprox.),,https://fiestas.net/cuart-poblet/,San Onofre,
198,https://fiestas.net/espana/17/,Fiesta del Curpillos,Burgos,,10 de junio (Aprox.),,https://fiestas.net/burgos/,Fiesta del Curpillos,
199,https://fiestas.net/espana/17/,Ferias,Plasencia,Cáceres,10 de junio (Aprox.),,https://fiestas.net/plasencia/,Ferias,
200,https://fiestas.net/espana/17/,Festa da Coca,Redondela,Pontevedra,10 de junio (Aprox.),,https://fiestas.net/redondela/,Festa da Coca,
201,https://fiestas.net/espana/17/,Fiestas de San Bernabé,Logroño,La Rioja,11 de junio (Aprox.),,https://fiestas.net/logrono/,Fiestas de San Bernabé,
202,https://fiestas.net/espana/17/,Feria y Fiestas San Bernabé,Marbella,Málaga,11 de junio (Aprox.),,https://fiestas.net/marbella/,Feria y Fiestas San Bernabé,
203,https://fiestas.net/espana/18/,Feria Real,Algeciras,Cádiz,15 de junio (Aprox.),,https://fiestas.net/algeciras/,Feria Real,
204,https://fiestas.net/espana/18/,Fallas Virgen de la Ribera,Puebla de Segur,Lérida,17 de junio (Aprox.),,https://fiestas.net/puebla-segur/,Fallas Virgen de la Ribera,
205,https://fiestas.net/espana/18/,Hogueras de San Juan,Alicante,,del 20 de junio al 24 de junio,,https://fiestas.net/alicante/,Hogueras de San Juan,
206,https://fiestas.net/espana/18/,Festas de Ourense,Ourense,,20 de junio (Aprox.),,https://fiestas.net/ourense/,Festas de Ourense,
207,https://fiestas.net/espana/18/,Fiestas Populares,Torrejón de Ardoz,Madrid,20 de junio (Aprox.),,https://fiestas.net/torrejon-ardoz/,Fiestas Populares,
208,https://fiestas.net/espana/18/,Ferias y Fiestas de San Pedro,Zamora,,del 22 de junio al 29 de junio,,https://fiestas.net/zamora/,Ferias y Fiestas de San Pedro,
209,https://fiestas.net/espana/18/,San Xoán,Carballo,A Coruña,del 22 de junio al 26 de junio,,https://fiestas.net/carballo/,San Xoán,
210,https://fiestas.net/espana/18/,San Xoán,A Coruña,,del 23 de junio al 24 de junio,,https://fiestas.net/coruna/,San Xoán,
211,https://fiestas.net/espana/18/,Noche de San Juan,Valladolid,,23 de junio (Aprox.),,https://fiestas.net/valladolid/,Noche de San Juan,
212,https://fiestas.net/espana/18/,Feria de San Juan,Badajoz,,24 de junio (Aprox.),,https://fiestas.net/badajoz/,Feria de San Juan,
213,https://fiestas.net/espana/19/,San Juan,Coria,Cáceres,24 de junio (Aprox.),,https://fiestas.net/coria/,San Juan,
214,https://fiestas.net/espana/19/,Fiestas Fundacionales,Las Palmas de Gran Canaria,Las Palmas,24 de junio (Aprox.),,https://fiestas.net/las-palmas-gran-canaria/,Fiestas Fundacionales,
215,https://fiestas.net/espana/19/,Fiestas de San Juan y San Pedro,León,,del 24 de junio al 29 de junio,,https://fiestas.net/leon/,Fiestas de San Juan y San Pedro,
216,https://fiestas.net/espana/19/,Ferias y Fiestas,Segovia,,del 24 de junio al 29 de junio,,https://fiestas.net/segovia/,Ferias y Fiestas,
217,https://fiestas.net/espana/19/,San Juan,Soria,,24 de junio (Aprox.),,https://fiestas.net/soria/,San Juan,
218,https://fiestas.net/espana/19/,Fiestas de San Isidro,El Ejido,Almería,24 de junio (Aprox.),,https://fiestas.net/ejido/,Fiestas de San Isidro,
219,https://fiestas.net/espana/19/,Fiestas del Capitán,Frías,Burgos,24 de junio (Aprox.),,https://fiestas.net/frias/,Fiestas del Capitán,
220,https://fiestas.net/espana/19/,Fiestas de San Juan,Lejona,Vizcaya,24 de junio (Aprox.),,https://fiestas.net/lejona/,Fiestas de San Juan,
221,https://fiestas.net/espana/19/,San Xuan,Mieres (Asturias),Asturias,24 de junio (Aprox.),,https://fiestas.net/mieres-asturias/,San Xuan,
222,https://fiestas.net/espana/19/,San Juan,San Pedro Manrique,Soria,24 de junio (Aprox.),,https://fiestas.net/san-pedro-manrique/,San Juan,
223,https://fiestas.net/espana/20/,San Juan,Tolosa,Guipúzcoa,24 de junio (Aprox.),,https://fiestas.net/tolosa/,San Juan,
224,https://fiestas.net/espana/20/,Fiesta Mayor de Valls,Valls,Tarragona,24 de junio (Aprox.),,https://fiestas.net/valls/,Fiesta Mayor de Valls,
225,https://fiestas.net/espana/20/,Feria y Fiestas de San Juan y San Pedro,Vinarós,Castellón,del 24 de junio al 29 de junio,,https://fiestas.net/vinaros/,Feria y Fiestas de San Juan y San Pedro,
226,https://fiestas.net/espana/20/,Compromiso de Caspe,Caspe,Zaragoza,25 de junio (Aprox.),,https://fiestas.net/caspe/,Compromiso de Caspe,
227,https://fiestas.net/espana/20/,San Pelayo,Castro-Urdiales,Cantabria,26 de junio (Aprox.),,https://fiestas.net/castro-urdiales/,San Pelayo,
228,https://fiestas.net/espana/20/,Fiestas de San Pedro y San Pablo,Burgos,,29 de junio (Aprox.),,https://fiestas.net/burgos/,Fiestas de San Pedro y San Pablo,
229,https://fiestas.net/espana/20/,Santa Marta,Bergondo,A Coruña,29 de junio (Aprox.),,https://fiestas.net/bergondo/,Santa Marta,
230,https://fiestas.net/espana/20/,Festas do Verán,Boiro,A Coruña,29 de junio (Aprox.),,https://fiestas.net/boiro/,Festas do Verán,
231,https://fiestas.net/espana/20/,San Pedro,Cudillero,Asturias,29 de junio (Aprox.),,https://fiestas.net/cudillero/,San Pedro,
232,https://fiestas.net/espana/20/,Fiestas de San Pedro,El Grao,Castellón,29 de junio (Aprox.),,https://fiestas.net/grao/,Fiestas de San Pedro,
233,https://fiestas.net/espana/21/,Batalla del Vino,Haro,La Rioja,29 de junio (Aprox.),,https://fiestas.net/haro/,Batalla del Vino,
234,https://fiestas.net/espana/21/,Fiestas de San Pedro y San Marcial,Irún,Guipúzcoa,del 29 de junio al 30 de junio,,https://fiestas.net/irun/,Fiestas de San Pedro y San Marcial,
235,https://fiestas.net/espana/21/,San Pedro,Munguía,Vizcaya,29 de junio (Aprox.),,https://fiestas.net/munguia/,San Pedro,
236,https://fiestas.net/espana/21/,Fiesta Mayor de Rubí,Rubí,Barcelona,29 de junio (Aprox.),,https://fiestas.net/rubi/,Fiesta Mayor de Rubí,
237,https://fiestas.net/espana/21/,San Pedro,Sestao,Vizcaya,29 de junio (Aprox.),,https://fiestas.net/sestao/,San Pedro,
238,https://fiestas.net/espana/21/,Feria de Julio,Valencia,,del 1 de julio al 31 de julio,,https://fiestas.net/valencia/,Feria de Julio,
239,https://fiestas.net/espana/21/,Fiestas de Visitación,Fuentesaúco,Zamora,2 de julio (Aprox.),,https://fiestas.net/fuentesauco/,Fiestas de Visitación,
240,https://fiestas.net/espana/21/,Coso Blanco,Castro-Urdiales,Cantabria,3 de julio (Aprox.),,https://fiestas.net/castro-urdiales/,Coso Blanco,
241,https://fiestas.net/espana/21/,A Rapa das Bestas,Sabucedo,Pontevedra,3 de julio (Aprox.),,https://fiestas.net/sabucedo/,A Rapa das Bestas,
242,https://fiestas.net/espana/21/,Fiesta del Corderu,Lena,Asturias,3 de julio (Aprox.),,https://fiestas.net/lena/,Fiesta del Corderu,
243,https://fiestas.net/espana/22/,Feria,Ginés,Sevilla,5 de julio (Aprox.),,https://fiestas.net/gines/,Feria,
244,https://fiestas.net/espana/22/,Verbena del Mantón,Ramales de la Victoria,Cantabria,6 de julio (Aprox.),,https://fiestas.net/ramales-la-victoria/,Verbena del Mantón,
245,https://fiestas.net/espana/22/,Sanfermines,Pamplona,Navarra,7 de julio (Aprox.),,https://fiestas.net/pamplona/,Sanfermines,
246,https://fiestas.net/espana/22/,Fiestas del Ángel,Teruel,,7 de julio (Aprox.),,https://fiestas.net/teruel/,Fiestas del Ángel,
247,https://fiestas.net/espana/22/,San Fermín,Lesaca,Navarra,7 de julio (Aprox.),,https://fiestas.net/lesaca/,San Fermín,
248,https://fiestas.net/espana/22/,Festival de la Sidra,Nava,Asturias,10 de julio (Aprox.),,https://fiestas.net/nava/,Festival de la Sidra,
249,https://fiestas.net/espana/22/,San Cristobal,Munébrega,Zaragoza,10 de julio (Aprox.),,https://fiestas.net/munebrega/,San Cristobal,
250,https://fiestas.net/espana/22/,San Benito,Barcenaciones,Cantabria,11 de julio (Aprox.),,https://fiestas.net/barcenaciones/,San Benito,
251,https://fiestas.net/espana/22/,Cristo del Rayo,Moratalla,Murcia,del 11 de julio al 17 de julio,,https://fiestas.net/moratalla/,Cristo del Rayo,
252,https://fiestas.net/espana/22/,Fiesta Mayor - Toros al Mar,Dénia,Alicante,12 de julio (Aprox.),,https://fiestas.net/denia/,Fiesta Mayor - Toros al Mar,
253,https://fiestas.net/espana/23/,Bajada de la Virgen,Santa Cruz de la Palma,Tenerife,15 de julio (Aprox.),,https://fiestas.net/santa-cruz-palma/,Bajada de la Virgen,
254,https://fiestas.net/espana/23/,Feria y Fiestas,Manzanares,Ciudad Real,15 de julio (Aprox.),,https://fiestas.net/manzanares/,Feria y Fiestas,
255,https://fiestas.net/espana/23/,Las Carrilanas - Esteiro,Muros,A Coruña,del 15 de julio al 16 de julio,,https://fiestas.net/muros/,Las Carrilanas - Esteiro,
256,https://fiestas.net/espana/23/,Fiestas de los Fueros,Sepúlveda,Segovia,15 de julio (Aprox.),,https://fiestas.net/sepulveda/,Fiestas de los Fueros,
257,https://fiestas.net/espana/23/,Virgen del Carmen,Baracaldo,Vizcaya,16 de julio (Aprox.),,https://fiestas.net/baracaldo/,Virgen del Carmen,
258,https://fiestas.net/espana/23/,Virxe do Carme,Camariñas,A Coruña,16 de julio (Aprox.),,https://fiestas.net/camarinas/,Virxe do Carme,
259,https://fiestas.net/espana/23/,Fiestas del Carmen,Molina de Aragón,Guadalajara,16 de julio (Aprox.),,https://fiestas.net/molina-aragon/,Fiestas del Carmen,
260,https://fiestas.net/espana/23/,Virgen del Carmen,Rincon de la Victoria,Málaga,16 de julio (Aprox.),,https://fiestas.net/rincon-victoria/,Virgen del Carmen,
261,https://fiestas.net/espana/23/,Feria del Carmen y de la Sal,San Fernando,Cádiz,16 de julio (Aprox.),,https://fiestas.net/san-fernando/,Feria del Carmen y de la Sal,
262,https://fiestas.net/espana/23/,Virgen del Carmen,Santurce,Vizcaya,16 de julio (Aprox.),,https://fiestas.net/santurce/,Virgen del Carmen,
263,https://fiestas.net/espana/24/,Batalla de Bailén,Bailén,Jaén,19 de julio (Aprox.),,https://fiestas.net/bailen/,Batalla de Bailén,
264,https://fiestas.net/espana/24/,Santas Justa y Rufina,Manises,Valencia,19 de julio (Aprox.),,https://fiestas.net/manises/,Santas Justa y Rufina,
265,https://fiestas.net/espana/24/,Moros y Cristianos 2018,Oliva,Valencia,del 19 de julio al 22 de julio,https://fiestas.net/oliva/moros-cristianos-2018/,https://fiestas.net/oliva/,,Moros y Cristianos 2018
266,https://fiestas.net/espana/24/,Fiestas de Verano,Ávila,,20 de julio (Aprox.),,https://fiestas.net/avila/,Fiestas de Verano,
267,https://fiestas.net/espana/24/,Santa Margarita,A Laracha,A Coruña,20 de julio (Aprox.),,https://fiestas.net/laracha/,Santa Margarita,
268,https://fiestas.net/espana/24/,Festas do Mar,Ares,A Coruña,del 21 de julio al 23 de julio,,https://fiestas.net/ares/,Festas do Mar,
269,https://fiestas.net/espana/24/,Fiestas Populares,Cabanillas del Campo,Guadalajara,22 de julio (Aprox.),,https://fiestas.net/cabanillas-del-campo/,Fiestas Populares,
270,https://fiestas.net/espana/24/,Santa María Magdalena,Llanes,Asturias,22 de julio (Aprox.),,https://fiestas.net/llanes/,Santa María Magdalena,
271,https://fiestas.net/espana/24/,Santa María Magdalena,Viana,Navarra,22 de julio (Aprox.),,https://fiestas.net/viana/,Santa María Magdalena,
272,https://fiestas.net/espana/24/,Juegos Moriscos de Aben Humeya,Purchena,Almería,23 de julio (Aprox.),,https://fiestas.net/purchena/,Juegos Moriscos de Aben Humeya,
273,https://fiestas.net/espana/25/,Fiesta del Renacimiento,Tortosa,Tarragona,23 de julio (Aprox.),,https://fiestas.net/tortosa/,Fiesta del Renacimiento,
274,https://fiestas.net/espana/25/,Moros y Cristianos 2018,Villajoyosa,Alicante,del 24 de julio al 31 de julio,https://fiestas.net/villajoyosa/moros-cristianos-2018/,https://fiestas.net/villajoyosa/,,Moros y Cristianos 2018
275,https://fiestas.net/espana/25/,Festa da Dorna,Riveira,A Coruña,24 de julio (Aprox.),,https://fiestas.net/riveira/,Festa da Dorna,
276,https://fiestas.net/espana/25/,Semana Grande,Santander,Cantabria,25 de julio (Aprox.),,https://fiestas.net/santander/,Semana Grande,
277,https://fiestas.net/espana/25/,Apóstolo,Santiago de Compostela,A Coruña,25 de julio (Aprox.),,https://fiestas.net/santiago-compostela/,Apóstolo,
278,https://fiestas.net/espana/25/,Santiago,Alcudia,Baleares,25 de julio (Aprox.),,https://fiestas.net/alcudia/,Santiago,
279,https://fiestas.net/espana/25/,Fiesta del Pastor,Cangas de Onís,Asturias,25 de julio (Aprox.),,https://fiestas.net/cangas-onis/,Fiesta del Pastor,
280,https://fiestas.net/espana/25/,Fiesta Mayor en honor a Santiago Apóstol,Collado Villalba,Madrid,25 de julio (Aprox.),,https://fiestas.net/collado-villalba/,Fiesta Mayor en honor a Santiago Apóstol,
281,https://fiestas.net/espana/25/,Las Santas,Mataró,Barcelona,del 25 de julio al 29 de julio,,https://fiestas.net/mataro/,Las Santas,
282,https://fiestas.net/espana/25/,Fiestas de Santiago,Totana,Murcia,25 de julio (Aprox.),,https://fiestas.net/totana/,Fiestas de Santiago,
283,https://fiestas.net/espana/26/,Santiago Apóstol,Villanueva de la Cañada,Madrid,25 de julio (Aprox.),,https://fiestas.net/villanueva-la-canada/,Santiago Apóstol,
284,https://fiestas.net/espana/26/,Santa Ana,Blanes,Gerona,26 de julio (Aprox.),,https://fiestas.net/blanes/,Santa Ana,
285,https://fiestas.net/espana/26/,Santa Ana y Virgen del Carmen,Candelaria,Tenerife,26 de julio (Aprox.),,https://fiestas.net/candelaria/,Santa Ana y Virgen del Carmen,
286,https://fiestas.net/espana/26/,Santa Ana,El Viso,Córdoba,26 de julio (Aprox.),,https://fiestas.net/el-viso/,Santa Ana,
287,https://fiestas.net/espana/26/,Santa Ana,Ordizia,Guipúzcoa,26 de julio (Aprox.),,https://fiestas.net/ordizia/,Santa Ana,
288,https://fiestas.net/espana/26/,Santa Ana - Puerto,Roquetas de Mar,Almería,26 de julio (Aprox.),,https://fiestas.net/roquetas-mar/,Santa Ana - Puerto,
289,https://fiestas.net/espana/26/,Santa Ana,Tudela,Navarra,26 de julio (Aprox.),,https://fiestas.net/tudela/,Santa Ana,
290,https://fiestas.net/espana/26/,San Pantaleón,Escobedo,Cantabria,27 de julio (Aprox.),,https://fiestas.net/escobedo/,San Pantaleón,
291,https://fiestas.net/espana/26/,La Vaqueirada,Valdés,Asturias,28 de julio (Aprox.),,https://fiestas.net/valdes/,La Vaqueirada,
292,https://fiestas.net/espana/26/,Festa do Carneiro ó Espeto,Moraña,Pontevedra,28 de julio (Aprox.),,https://fiestas.net/morana/,Festa do Carneiro ó Espeto,
293,https://fiestas.net/espana/27/,La Pandorga,Ciudad Real,,del 30 de julio al 31 de julio,,https://fiestas.net/ciudad-real/,La Pandorga,
294,https://fiestas.net/espana/27/,"Santos de la Piedra,San Abdón y Senén",Almoradí,Alicante,30 de julio (Aprox.),,https://fiestas.net/almoradi/,"Santos de la Piedra,San Abdón y Senén",
295,https://fiestas.net/espana/27/,Festas de Maria Pita,A Coruña,,del 1 de agosto al 25 de agosto,,https://fiestas.net/coruna/,Festas de Maria Pita,
296,https://fiestas.net/espana/27/,Festas do Cristo da Victoria,Vigo,Pontevedra,1 de agosto (Aprox.),,https://fiestas.net/vigo/,Festas do Cristo da Victoria,
297,https://fiestas.net/espana/27/,San Félix y Festival de la Sardina,Candás,Asturias,1 de agosto (Aprox.),,https://fiestas.net/candas/,San Félix y Festival de la Sardina,
298,https://fiestas.net/espana/27/,La Alvarada,Cañete,Cuenca,1 de agosto (Aprox.),,https://fiestas.net/canete/,La Alvarada,
299,https://fiestas.net/espana/27/,Fiesta Barroca,Lerma,Burgos,1 de agosto (Aprox.),,https://fiestas.net/lerma/,Fiesta Barroca,
300,https://fiestas.net/espana/27/,Festa do Viño Alvariño,Cambados,Pontevedra,3 de agosto (Aprox.),,https://fiestas.net/cambados/,Festa do Viño Alvariño,
301,https://fiestas.net/espana/27/,Fiesta de la Paella Ollerense en Olleros de Pisuerga,Aguilar de Campoo,Palencia,3 de agosto (Aprox.),,https://fiestas.net/aguilar-campoo/,Fiesta de la Paella Ollerense en Olleros de Pisuerga,
302,https://fiestas.net/espana/27/,Romaría Vikinga,Catoira,Pontevedra,3 de agosto (Aprox.),,https://fiestas.net/catoira/,Romaría Vikinga,
303,https://fiestas.net/espana/28/,Fiestas Colombinas,Huelva,,3 de agosto (Aprox.),,https://fiestas.net/huelva/,Fiestas Colombinas,
304,https://fiestas.net/espana/28/,Fiesta de las Nieves - La Rama,Agaete,Las Palmas,5 de agosto (Aprox.),,https://fiestas.net/agaete/,Fiesta de las Nieves - La Rama,
305,https://fiestas.net/espana/28/,Fiestas de la Virgen Blanca,Vitoria,Álava,5 de agosto (Aprox.),,https://fiestas.net/vitoria/,Fiestas de la Virgen Blanca,
306,https://fiestas.net/espana/28/,Fiestas de Estella,Estella,Navarra,5 de agosto (Aprox.),,https://fiestas.net/estella/,Fiestas de Estella,
307,https://fiestas.net/espana/28/,Feira do Pemento,Oímbra,Ourense,5 de agosto (Aprox.),,https://fiestas.net/oimbra/,Feira do Pemento,
308,https://fiestas.net/espana/28/,El Salvador,La Roda,Albacete,6 de agosto (Aprox.),,https://fiestas.net/roda/,El Salvador,
309,https://fiestas.net/espana/28/,"San Cayetano, San Lorenzo y La Paloma",Centro,Madrid,del 7 de agosto al 15 de agosto,,https://fiestas.net/centro/,"San Cayetano, San Lorenzo y La Paloma",
310,https://fiestas.net/espana/28/,San Lorenzo,Huesca,,del 9 de agosto al 15 de agosto,,https://fiestas.net/huesca/,San Lorenzo,
311,https://fiestas.net/espana/28/,Virgen de la Asunción,Elche,Alicante,del 10 de agosto al 15 de agosto,,https://fiestas.net/elche/,Virgen de la Asunción,
312,https://fiestas.net/espana/28/,Festas da Peregrina,Pontevedra,,10 de agosto (Aprox.),,https://fiestas.net/pontevedra/,Festas da Peregrina,
313,https://fiestas.net/espana/29/,Día Regional de Cantabria,Cabezón de la Sal,Cantabria,13 de agosto (Aprox.),,https://fiestas.net/cabezon-sal/,Día Regional de Cantabria,
314,https://fiestas.net/espana/29/,San Roque,Betanzos,A Coruña,del 14 de agosto al 25 de agosto,,https://fiestas.net/betanzos/,San Roque,
315,https://fiestas.net/espana/29/,Virgen Bella y San Roque,Lepe,Huelva,del 14 de agosto al 16 de agosto,,https://fiestas.net/lepe/,Virgen Bella y San Roque,
316,https://fiestas.net/espana/29/,San Magín,Tarragona,,del 14 de agosto al 19 de agosto,,https://fiestas.net/tarragona/,San Magín,
317,https://fiestas.net/espana/29/,Virgen del Rosario y San Roque,Carchelejo,Jaén,del 15 de agosto al 16 de agosto,,https://fiestas.net/carchelejo/,Virgen del Rosario y San Roque,
318,https://fiestas.net/espana/29/,Feria y Fiestas,Ciudad Real,,del 15 de agosto al 22 de agosto,,https://fiestas.net/ciudad-real/,Feria y Fiestas,
319,https://fiestas.net/espana/29/,Feria de Agosto,Játiva,Valencia,del 15 de agosto al 20 de agosto,,https://fiestas.net/jativa/,Feria de Agosto,
320,https://fiestas.net/espana/29/,Semana Grande,San Sebastián,Guipúzcoa,15 de agosto (Aprox.),,https://fiestas.net/san-sebastian/,Semana Grande,
321,https://fiestas.net/espana/29/,Virgen del Sagrario,Toledo,,15 de agosto (Aprox.),,https://fiestas.net/toledo/,Virgen del Sagrario,
322,https://fiestas.net/espana/29/,Fiestas de la Virgen Grande,Torrelavega,Cantabria,15 de agosto (Aprox.),,https://fiestas.net/torrelavega/,Fiestas de la Virgen Grande,
323,https://fiestas.net/espana/30/,Descenso Internacional del Pisuerga,Alar del Rey,Palencia,15 de agosto (Aprox.),,https://fiestas.net/alar-rey/,Descenso Internacional del Pisuerga,
324,https://fiestas.net/espana/30/,Virgen de la Antigua,Almuñécar,Granada,15 de agosto (Aprox.),,https://fiestas.net/almunecar/,Virgen de la Antigua,
325,https://fiestas.net/espana/30/,Ntra. Sra. de la Asunción y San Roque,Amurrio,Álava,del 15 de agosto al 16 de agosto,,https://fiestas.net/amurrio/,Ntra. Sra. de la Asunción y San Roque,
326,https://fiestas.net/espana/30/,Nuestra Señora del Mar,Cedeira,A Coruña,15 de agosto (Aprox.),,https://fiestas.net/cedeira/,Nuestra Señora del Mar,
327,https://fiestas.net/espana/30/,Noche del Vino,Cómpeta,Málaga,15 de agosto (Aprox.),,https://fiestas.net/competa/,Noche del Vino,
328,https://fiestas.net/espana/30/,Semana Grande,Gijón,Asturias,15 de agosto (Aprox.),,https://fiestas.net/gijon/,Semana Grande,
329,https://fiestas.net/espana/30/,Feria y Fiestas,Jumilla,Murcia,15 de agosto (Aprox.),,https://fiestas.net/jumilla/,Feria y Fiestas,
330,https://fiestas.net/espana/30/,Virgen de la Asunción,La Alberca,Salamanca,15 de agosto (Aprox.),,https://fiestas.net/la-alberca/,Virgen de la Asunción,
331,https://fiestas.net/espana/30/,Festas Patronais,Laxe,A Coruña,del 15 de agosto al 17 de agosto,,https://fiestas.net/laxe/,Festas Patronais,
332,https://fiestas.net/espana/30/,Nuestra Señora de Butarque,Leganés,Madrid,15 de agosto (Aprox.),,https://fiestas.net/leganes/,Nuestra Señora de Butarque,
333,https://fiestas.net/espana/31/,Fiestas de Llodio 2018,Llodio,Álava,del 15 de agosto al 26 de agosto,https://fiestas.net/llodio/2018/,https://fiestas.net/llodio/,,Fiestas de Llodio 2018
334,https://fiestas.net/espana/31/,Virgen de la Cabeza,Motril,Granada,15 de agosto (Aprox.),,https://fiestas.net/motril/,Virgen de la Cabeza,
335,https://fiestas.net/espana/31/,Fiesta del Alba,Quirós,Asturias,15 de agosto (Aprox.),,https://fiestas.net/quiros/,Fiesta del Alba,
336,https://fiestas.net/espana/31/,Nuestra Señora de la Caridad,Sanlúcar de Barrameda,Cádiz,15 de agosto (Aprox.),,https://fiestas.net/sanlucar-barrameda/,Nuestra Señora de la Caridad,
337,https://fiestas.net/espana/31/,Nuestra Señora del Rosario,Valdés,Asturias,15 de agosto (Aprox.),,https://fiestas.net/valdes/,Nuestra Señora del Rosario,
338,https://fiestas.net/espana/31/,San Roque,Bergondo,A Coruña,16 de agosto (Aprox.),,https://fiestas.net/bergondo/,San Roque,
